name,address,province,city,district,business_scope,contact,phone,registered_capital,registered_capital_raw,business_status,industry_code,tech_keywords,credit_score,role,is_verified,verification_status,source,source_company_id,source_url,source_query,uscc,establishment_date,website,phones_count,crucial_count,tags,raw_industries,scraped_at
芜湖美的厨房电器制造有限公司,安徽省芜湖市经济技术开发区万春街道清水河路99号,安徽省,芜湖市,鸠江区,"厨房电器,电器,卫浴电器,集成家装",程*,00000000000,2000.0,2000万人民币,存续,,"家用电器及电子产品专门零售,电气机械和器材制造业,家用电力器具制造,家用厨房电器具制造",80.0,enterprise,true,approved,tianxiagongchang.com,4099206,https://www.tianxiagongchang.com/detail/4099206_wu-hu-mei-di-chu-fang-dian-qi-zhi-zao-you-xian-gong-si,厨房电器,9134020056897203X2,2011-01-28,https://www.midea.com.cn/en,21,0,"存续,真实工厂,曾用名,芜湖美的消毒电器制造有限公司","家用电器及电子产品专门零售,电气机械和器材制造业,家用电力器具制造,家用厨房电器具制造",2026-09-15T16:08:20.726521+00:00
宁波凯波智能厨房电器制造有限公司,浙江省宁波市慈溪市周巷镇环城北路1217号,浙江省,宁波市,慈溪市,"智能厨房电器,多士炉,咖啡壶,三明治炉,巧克力机,家用电器配件",徐**,00000000000,180.0,180万人民币,存续,,"其他家用电力器具制造,家用厨房电器具制造",80.0,enterprise,true,approved,tianxiagongchang.com,576937,https://www.tianxiagongchang.com/detail/576937_ning-bo-kai-bo-zhi-neng-chu-fang-dian-qi-zhi-zao-you-xian-gong-si,厨房电器,9133028225428041XM,1996-09-03,,2,0,"存续,真实工厂,曾用名,宁波凯波厨房电器有限公司","其他家用电力器具制造,家用厨房电器具制造",2026-09-15T16:08:20.726521+00:00
佛山市南海区传成厨房电器厂,佛山市南海区九江镇石江苏石村旧九樵路21号2号仓（住所申报）,广东省,佛山市,南海区,"电动石磨机,高压猛火炉,低压节能炉,石磨肠粉机,河口肠粉机,传成电器传承牌电动石磨,传成厨房电器,传成电器传承牌电动石磨",陈**,00000000000,2.0,2万人民币,存续,,"电气机械和器材制造业,家用电力器具制造,家用厨房电器具制造",80.0,enterprise,true,approved,tianxiagongchang.com,3702235,https://www.tianxiagongchang.com/detail/3702235_fo-shan-shi-nan-hai-qu-chuan-cheng-chu-fang-dian-qi-chang,厨房电器,92440605MA4YBFDN74,2016-01-29,,7,1,"存续,真实工厂","电气机械和器材制造业,家用电力器具制造,家用厨房电器具制造",2026-09-15T16:08:20.726521+00:00
青岛海尔智慧厨房电器有限公司,山东省青岛市黄岛区前湾港路236号海尔工业园内,山东省,青岛市,黄岛区,"货物进出口,厨房用具,技术进出口,环境监测设备,洗涤用品,商用厨房设备,投影设备,销售及售后服务,厨房电器,消防设备的生产,货物仓储服务,经营其它无需行政审批即可经营的,消毒用品,家用燃气用具,家用电器",杨*,00000000000,19486.46,19486.464万人民币,存续,,家用厨房电器具制造,80.0,enterprise,true,approved,tianxiagongchang.com,1928866,https://www.tianxiagongchang.com/detail/1928866_qing-dao-hai-er-zhi-hui-chu-fang-dian-qi-you-xian-gong-si,厨房电器,91370211MA3DJD9R1D,2017-04-24,,10,0,"存续,真实工厂",家用厨房电器具制造,2026-09-15T16:08:20.726521+00:00
珠海欧姆斯厨房电器有限公司,珠海市前山界涌工业区A区21号厂房,广东省,珠海市,香洲区,"琴键开关-K600,中高档欧式炉具,家庭厨房电器,抽油烟机",K************,00000000000,800.0,800万人民币,存续,,"家用厨房电器具制造,其他电气机械及器材制造",80.0,enterprise,true,approved,tianxiagongchang.com,577453,https://www.tianxiagongchang.com/detail/577453_zhu-hai-ou-mu-si-chu-fang-dian-qi-you-xian-gong-si,厨房电器,914404007838817712,2006-01-20,,18,0,"存续,真实工厂","家用厨房电器具制造,其他电气机械及器材制造",2026-09-15T16:08:20.726521+00:00
嵊州市金乐厨房电器有限公司,浙江省绍兴市嵊州市三江街道嵊州大道南1699号信源国际11幢701（住所申报）,浙江省,绍兴市,嵊州市,"集成灶,厨房电器,燃气灶,保洁柜,水槽,厨房设备,集成水槽,生产,小家电,销售：厨房电器,吸油烟机",金**,00000000000,50.0,50万人民币,存续,,家用厨房电器具制造,80.0,enterprise,true,approved,tianxiagongchang.com,2140140,https://www.tianxiagongchang.com/detail/2140140_sheng-zhou-shi-jin-le-chu-fang-dian-qi-you-xian-gong-si,厨房电器,9133068330773288XY,2014-10-28,,4,0,"存续,真实工厂",家用厨房电器具制造,2026-09-15T16:08:20.726521+00:00
山东好帮手厨房电器有限公司,山东省淄博市周村区北郊镇前草村西首,山东省,淄博市,周村区,"电煎铛,家用电器及配件,厨房用具,电器产品,厨房用具生产,建材,不锈钢材料,热水器,销售,劳保护品,加工,电热锅,五金产品,电水壶,不锈钢制品销售,厨房用品,钢材",齐**,00000000000,300.0,300万人民币,存续,,"金属制厨房用器具制造,家用厨房电器具制造",80.0,enterprise,true,approved,tianxiagongchang.com,2689792,https://www.tianxiagongchang.com/detail/2689792_shan-dong-hao-bang-shou-chu-fang-dian-qi-you-xian-gong-si,厨房电器,91370306MA3C35P7XE,2015-12-11,,1,0,"存续,真实工厂","金属制厨房用器具制造,家用厨房电器具制造",2026-09-15T16:08:20.726521+00:00
河北欧仕智能家居股份有限公司,河北省石家庄市行唐县翟营乡岸下村东,河北省,石家庄市,行唐县,"金属制品,家具,销售,货物或技术的进出口,钢木门,建材的销售,安装,环保技术的开发,实木门,智能家居设备的研发,室内外装饰装修工程的施工,软件开发与销售,五金,套装门,管道的生产及销售,道路普通货物运输,镁合金门生产,生产及销售,制造与销售,机械设备研发",李**,00000000000,30000.0,30000万人民币,存续,,"木质家具制造,木质制品制造",80.0,enterprise,true,approved,tianxiagongchang.com,1696096,https://www.tianxiagongchang.com/detail/1696096_he-bei-ou-shi-zhi-neng-jia-ju-gu-fen-you-xian-gong-si,智能家居,91130100582403052W,2011-09-05,,8,1,"存续,真实工厂,曾用名,河北欧仕门业股份有限公司 石家庄市欧仕门业有限公司","木质家具制造,木质制品制造",2026-09-15T16:08:20.726521+00:00
福建省汉舍智能家居有限公司,福建省泉州市南安市柳城街道办事处杏莲工业区,福建省,泉州市,南安市,"陶瓷制品,浴缸,智能家居用品,家具,生产,加工,厨具,五金制品,可控防护窗,淋浴房,橱柜,销售：智能家居用品,电器设备,卫浴洁具,防盗门",王**,00000000000,5288.0,5288万人民币,存续,,"卫生陶瓷制品制造,其他未列明制造业",80.0,enterprise,true,approved,tianxiagongchang.com,2408111,https://www.tianxiagongchang.com/detail/2408111_fu-jian-sheng-han-she-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91350583337483909X,2015-03-31,https://www.hshome.cc,8,2,"存续,真实工厂","卫生陶瓷制品制造,其他未列明制造业",2026-09-15T16:08:20.726521+00:00
湖州端茂智能家居有限公司,浙江省湖州市南浔区和孚镇尤夫路999号-2,浙江省,湖州市,南浔区,"智能家居的研发、设计,木制家具,地板,木制品,电梯配件,销售 ,货物及技术进出口",何**,00000000000,6080.0,6080万人民币,存续,,"家具制造业,木质家具制造,建筑用木料及木材组件加工",80.0,enterprise,true,approved,tianxiagongchang.com,4069035,https://www.tianxiagongchang.com/detail/4069035_hu-zhou-duan-mao-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91330503MA2B3DPNXD,2017-11-08,,3,2,"存续,真实工厂","家具制造业,木质家具制造,建筑用木料及木材组件加工",2026-09-15T16:08:20.726521+00:00
创杰（浙江）智能家居有限公司,浙江省湖州市南浔经济开发区浔织路1882号-4,浙江省,湖州市,南浔区,"智能家居产品研发、设计、安装、制造、加工、销售,木制品制造、加工、销售,货物及技术进出口",陈**,00000000000,6000.0,6000万人民币,存续,,木地板制造,80.0,enterprise,true,approved,tianxiagongchang.com,4197281,https://www.tianxiagongchang.com/detail/4197281_chuang-jie-（-zhe-jiang-）-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91330503MA2D14MC78,2019-12-18,http://www.kaiyunfloor.com,7,1,"存续,真实工厂,曾用名,创杰（浙江）智能家居有限公司 创杰（浙江）智能家居股份有限公司",木地板制造,2026-09-15T16:08:20.726521+00:00
东莞市龙辰智能家居有限公司,东莞市桥头镇朗厦村华厦工业区华厦一环路3号,广东省,东莞市,东莞市,"木制品,装饰品,技术进出口,销售：智能家居产品,五金配件,产销：家具,包装制品,智能青少年家居,研发,生产,家具配件,货物进出口,装饰材料",罗*,00000000000,1602.83,1602.830069万人民币,存续,,"木质家具制造,其他未列明制造业",80.0,enterprise,true,approved,tianxiagongchang.com,360573,https://www.tianxiagongchang.com/detail/360573_dong-guan-shi-long-chen-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91441900MA4W8PE39G,2017-03-01,,7,1,"存续,真实工厂","木质家具制造,其他未列明制造业",2026-09-15T16:08:20.726521+00:00
湖州久凯智能家居有限公司,浙江省湖州市南浔区和孚镇重兆迎宾北路1号,浙江省,湖州市,南浔区,"智能家居的研发、设计,木制家具,地板,木制品,电梯配件,销售 ,货物及技术进出口",沈**,00000000000,1500.0,1500万人民币,存续,,木质家具制造,80.0,enterprise,true,approved,tianxiagongchang.com,983149,https://www.tianxiagongchang.com/detail/983149_hu-zhou-jiu-kai-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91330503MA2B3ENCXL,2017-11-10,,3,1,"存续,真实工厂",木质家具制造,2026-09-15T16:08:20.726521+00:00
安徽美成智能家居有限公司,安徽长丰双凤经济开发区凤麟大道东侧1幢,安徽省,合肥市,长丰县,"智能家居产品的开发与生产销售,木质家具,木门窗,楼梯,橱柜的制造与批发销售,竹、藤、金属家具制造与批发销售,办公家具桌椅,学生桌椅的生产与销售,其他家具制造与批发销售,厨房设备及厨房用品的批发零售,家具与木门楼梯的设计安装服务,室内木制装饰板与装修用材的生产与销售,其他五金家居类用品的生产与批发销售",储**,00000000000,1050.0,1050万人民币,存续,,木质家具制造,80.0,enterprise,true,approved,tianxiagongchang.com,1006777,https://www.tianxiagongchang.com/detail/1006777_an-hui-mei-cheng-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91340121MA2TB5Q65L,2018-12-14,http://www.hfmcmy.com,10,2,"存续,真实工厂",木质家具制造,2026-09-15T16:08:20.726521+00:00
连云港市和璟智能家居有限公司,连云港市灌云县杨集镇小乔圩村三组8号,江苏省,连云港市,灌云县,"智能家居设备,空调配件制造及加工,空气净化机销售",张**,00000000000,2000.0,2000万人民币,在业,,"家用电力器具专用配件制造,电子和电工机械专用设备制造",80.0,enterprise,false,pending,tianxiagongchang.com,1036000,https://www.tianxiagongchang.com/detail/1036000_lian-yun-gang-shi-he-jing-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91320723MA1XARU67R,2018-10-16,http://www.hejil.com,1,1,"在业,真实工厂","家用电力器具专用配件制造,电子和电工机械专用设备制造",2026-09-15T16:08:20.726521+00:00
江苏海德瑞智能家居科技有限公司,南通市海安市老坝港滨海新区（角斜镇）联发路9号,江苏省,南通市,海安市,"智能家居用品,木制品设计、生产、销售、安装,家具,胶合板,家具配件,工艺美术品,木材加工、销售,厂房租赁,道路普通货物运输,自营和代理各类商品的进出口业务",单**,00000000000,2000.0,2000万人民币,存续,,"木质家具制造,其他家具制造",80.0,enterprise,true,approved,tianxiagongchang.com,1125620,https://www.tianxiagongchang.com/detail/1125620_jiang-su-hai-de-rui-zhi-neng-jia-ju-ke-ji-you-xian-gong-si,智能家居,91320621MA1YCH8K6E,2019-05-10,,2,1,"存续,真实工厂","木质家具制造,其他家具制造",2026-09-15T16:08:20.726521+00:00
江苏瑞泰智能家居有限公司,张家港市金港镇后塍袁家桥村,江苏省,苏州市,张家港市,"智能家居领域内的技术研发、技术咨询、技术转让及相关的技术服务,节能门窗,铝木门窗,阳光房的研发、设计、销售、安装,建筑装修装饰工程专业承包,建筑用木材料,木材组件,光伏设备,风能原动设备,环保设备,建筑用金属配件,电子元器件制造、加工、销售",方**,00000000000,2000.0,2000万人民币,存续,,"金属门窗制造,工程和技术研究和试验发展",80.0,enterprise,true,approved,tianxiagongchang.com,1154713,https://www.tianxiagongchang.com/detail/1154713_jiang-su-rui-tai-zhi-neng-jia-ju-you-xian-gong-si,智能家居,91320582MA1UQUWDXL,2017-12-19,,5,2,"存续,真实工厂","金属门窗制造,工程和技术研究和试验发展",2026-09-15T16:08:20.726521+00:00
广东利灿衡安防设备有限公司,广东省东莞市中堂镇跃进路6号,广东省,东莞市,东莞市,"安装：安防设备,装甲门,卷帘门,产销,木质防火门,玻璃门及窗,钢,防盗门,安防设备,防火门,货物进出口,金属制品,安装",张**,00000000000,3000.0,3000万人民币,存续,,安全、消防用金属制品制造,80.0,enterprise,true,approved,tianxiagongchang.com,997198,https://www.tianxiagongchang.com/detail/997198_guang-dong-li-can-heng-an-fang-she-bei-you-xian-gong-si,安防设备,91441900MA4W1J6D5N,2016-12-02,,4,1,"存续,真实工厂",安全、消防用金属制品制造,2026-09-15T16:08:20.726521+00:00
河北纳智安防设备有限公司,河北省石家庄市鹿泉区柏通路1号冀商硅谷15-1-301,河北省,石家庄市,鹿泉区,"安防设备,传感器模组,监测数据云平台,监测报警系统,仪器仪表,电子产品,环保设备,消防设备,气体检测报警设备,燃气设备,技术咨询服务,计算机系统集成,计算机软硬件开发与销售,计算机技术开发、咨询、转让和服务,消防工程,环保工程,机电工程,建筑智能化工程的设计、施工及运营维护服务",刘**,00000000000,3000.0,3000万人民币,存续,,"其他仪器仪表制造业,其他未列明通用设备制造业",80.0,enterprise,true,approved,tianxiagongchang.com,2756911,https://www.tianxiagongchang.com/detail/2756911_he-bei-na-zhi-an-fang-she-bei-you-xian-gong-si,安防设备,91130101551891989C,2010-03-24,,6,1,"存续,真实工厂,曾用名,石家庄南邦电子科技有限公司 石家庄本安电子科技有限公司 石家庄市南邦科技有限公司","其他仪器仪表制造业,其他未列明通用设备制造业",2026-09-15T16:08:20.726521+00:00
江苏鹰锐达安防设备有限公司,丹阳市导墅镇工业园区,江苏省,镇江市,丹阳市,"各类工程建设活动,安防设备制造,安防设备销售,照明器具制造,照明器具销售,交通安全、管制专用设备制造,太阳能热利用产品销售,太阳能热发电产品销售,太阳能热利用装备销售,太阳能发电技术服务,安全系统监控服务,数字视频监控系统销售,信息安全设备销售,园林绿化工程施工,土石方工程施工,五金产品零售,金属制品销售,",李**,00000000000,2800.0,2800万人民币,存续,,"社会公共安全设备及器材制造,建筑安装业,其他建筑安装业",80.0,enterprise,true,approved,tianxiagongchang.com,3682625,https://www.tianxiagongchang.com/detail/3682625_jiang-su-ying-rui-da-an-fang-she-bei-you-xian-gong-si,安防设备,91321181MA245JG561,2020-12-17,,2,1,"存续,真实工厂","社会公共安全设备及器材制造,建筑安装业,其他建筑安装业",2026-09-15T16:08:20.726521+00:00
湖北恒越安防设备科技有限公司,钟祥市郢中镇冯家岭小区五巷12号,湖北省,荆门市,,"安防设备研发、销售,消防车辆,特种车辆,消防器材,消防个人装备,抢险救援设备,监控传输记录设备,防盗报警设备,消防设备,器材,机电设备,五金,水电材料,森林灭火器材,汽车底盘销售,新能源汽车,环卫车辆及配套设备生产销售,消防工程施工,各种车辆,特种车辆维修保养服务",李*,00000000000,1002.0,1002.00万人民币,存续,,"其他科技推广服务业,科技推广和应用服务业",80.0,enterprise,true,approved,tianxiagongchang.com,4411050,https://www.tianxiagongchang.com/detail/4411050_hu-bei-heng-yue-an-fang-she-bei-ke-ji-you-xian-gong-si,安防设备,91420881MA493NFT40,2018-04-17,,4,1,存续,"其他科技推广服务业,科技推广和应用服务业",2026-09-15T16:08:20.726521+00:00
长沙维安安防设备有限公司,长沙市岳麓区金星北路一段15号景芳新寓南栋306房,湖南省,长沙市,岳麓区,"电子产品,电缆批发,保养,施工,电线,制冷设备安装,报警系统,消防设备的维修,消防设施工程专业承包,楼宇智能化设备,中央空调系统安装,工程技术咨询服务,五金产品,建筑消防设施检测服务,弱电工程设计,监控系统维护,电子器材,清洗,消防设备及器材的零售,维修,电器设备,安防设备,安全技术防范系统设计,机电产品,电线电缆,消防设施设备维修,建材销售,消防器材,建材的销售,五金工具",王*,00000000000,600.0,600万人民币,存续,,"五金产品批发,其他机械和设备修理业",80.0,enterprise,true,approved,tianxiagongchang.com,1509256,https://www.tianxiagongchang.com/detail/1509256_chang-sha-wei-an-an-fang-she-bei-you-xian-gong-si,安防设备,9143010457433953X3,2011-05-23,,1,1,"存续,真实工厂","五金产品批发,其他机械和设备修理业",2026-09-15T16:08:20.726521+00:00
河北百通安防设备科技有限公司,河北省沧州市泊头市交河镇武港路兴达模具斜对过,河北省,沧州市,泊头市,"安防设备研发、设计、生产、销售,附着式升降脚手架,建筑机械设备,落地脚手架,施工升降台,吊篮,扣件（非铸造工艺）,盘扣,模板,钢支撑,贝雷片,护栏板,防护栏,防护网,租赁,工业泵,阀门,管件,建筑材料,金属材料销售,建筑劳务分包,专业承包",樊**,00000000000,635.0,635万人民币,存续,,"建筑装饰及水暖管道零件制造,其他科技推广服务业",80.0,enterprise,true,approved,tianxiagongchang.com,1807840,https://www.tianxiagongchang.com/detail/1807840_he-bei-bai-tong-an-fang-she-bei-ke-ji-you-xian-gong-si,安防设备,91130981MA0E24U375,2019-08-29,http://www.baitongpajia.com,12,1,"存续,真实工厂","建筑装饰及水暖管道零件制造,其他科技推广服务业",2026-09-15T16:08:20.726521+00:00
河北仓音安防设备有限公司,河北省廊坊市文安县新镇镇孔家务村北150米,河北省,廊坊市,文安县,"安防设备的技术开发,技术转让,技术咨询,制造销售安装安防设备,电器设备,交通设施,制造销售电子产品,消防器材、门窗,维修工程机械设备",李**,00000000000,500.0,500万人民币,存续,,其他科技推广服务业,80.0,enterprise,true,approved,tianxiagongchang.com,2442845,https://www.tianxiagongchang.com/detail/2442845_he-bei-cang-yin-an-fang-she-bei-you-xian-gong-si,安防设备,91131026MA0A1AB84Q,2018-04-18,,1,1,"存续,真实工厂",其他科技推广服务业,2026-09-15T16:08:20.726521+00:00
浙江丹山安防设备科技有限公司,浙江省宁波市鄞州区首南街道李花桥村,浙江省,宁波市,鄞州区,"保险柜,制造,银行营业厅设备,金库门,ATM机智能防护舱,防磁柜,加工,一般经营项目：保险箱,安防监控设备的研发,租赁及服务,安装,防盗门,监控设备,销售,现金柜台设备,保险箱,安防设备的制造,消防设备,ATM防护舱,防火柜",沈**,00000000000,1000.0,1000万人民币,存续,,"交通及公共管理用金属标牌制造,金属制品业,建筑、安全用金属制品制造,安全、消防用金属制品制造",80.0,enterprise,true,approved,tianxiagongchang.com,3580866,https://www.tianxiagongchang.com/detail/3580866_zhe-jiang-dan-shan-an-fang-she-bei-ke-ji-you-xian-gong-si,安防设备,91330212066606072L,2013-04-18,,8,2,"存续,真实工厂,曾用名,宁波丹山安防设备科技有限公司","交通及公共管理用金属标牌制造,金属制品业,建筑、安全用金属制品制造,安全、消防用金属制品制造",2026-09-15T16:08:20.726521+00:00
河南鑫之鼎安防设备有限公司,河南省信阳市光山县官渡河产业集聚区金三角路东96号,河南省,信阳市,光山县,"安防设备制造,专用设备制造（不含许可类专业设备制造）,安全、消防用金属制品制造,门窗制造加工,安防设备销售,信息安全设备销售,消防器材销售,安全技术防范系统设计施工服务,安全系统监控服务,安全咨询服务,互联网安全服务",蒋**,00000000000,1000.0,1000万人民币,存续,,"金属制品业,建筑、安全用金属制品制造,安全、消防用金属制品制造",80.0,enterprise,true,approved,tianxiagongchang.com,3627359,https://www.tianxiagongchang.com/detail/3627359_he-nan-xin-zhi-ding-an-fang-she-bei-you-xian-gong-si,安防设备,91411522MA3X6MFA21,2016-01-15,,5,2,"存续,真实工厂,曾用名,光山县鑫之鼎安防设备有限责任公司","金属制品业,建筑、安全用金属制品制造,安全、消防用金属制品制造",2026-09-15T16:08:20.726521+00:00
徐州日月星安防设备科技有限公司,睢宁宁江工业园兴业路18号,江苏省,徐州市,睢宁县,"建筑施工安全帽,电力安全帽,电脑程控注塑机,热转印机,侧向刚性试验机,冲击力测试仪,近电报警器安全帽,高速平缝套结机,徐州日月星安防设备科技有限公司,电绝缘测试装置,安全帽",张*,00000000000,516.0,516万人民币,存续,,"塑料零件及其他塑料制品制造,橡胶和塑料制品业,塑料制品业",80.0,enterprise,true,approved,tianxiagongchang.com,4057488,https://www.tianxiagongchang.com/detail/4057488_xu-zhou-ri-yue-xing-an-fang-she-bei-ke-ji-you-xian-gong-si,安防设备,913203246789528309,2008-08-04,http://www.xzryx.cn,26,2,"存续,真实工厂,曾用名,徐州日月星塑业有限公司","塑料零件及其他塑料制品制造,橡胶和塑料制品业,塑料制品业",2026-09-15T16:08:20.726521+00:00
沈阳市铁西区睿斯特监控摄像头组装厂,辽宁省沈阳市铁西区长滩镇西街,辽宁省,沈阳市,铁西区,,刘*,00000000000,0.0,0.001万人民币,存续,,"其他机械和设备修理业,电子器件制造",80.0,enterprise,true,approved,tianxiagongchang.com,274136,https://www.tianxiagongchang.com/detail/274136_shen-yang-shi-tie-xi-qu-rui-si-te-jian-kong-she-xiang-tou-zu-zhuang-chang,摄像头,92210106MA0UTTDB4D,2017-12-27,,2,1,"存续,真实工厂","其他机械和设备修理业,电子器件制造",2026-09-15T16:08:20.726521+00:00
河南乐腾电子科技有限公司,郑州航空港区新港大道与人民路交叉口智能终端手机产业园16号,河南省,郑州市,新郑市,"耳机线,手机摄像头,手机液晶显示屏,国际货运代理,国内,手机,生产及销售,手机外壳,供应链管理,货物及技术的进出口业务,供应链管理及相关配套业务,通讯产品的技术开发,手机主板,充电器,从事货物及技术的进出口业务,移动电源,法律法规规定应经审批方可经营,相关手机配件,手机外壳及相关手机配件的生产与销售,电子产品,手机电池,数据线",张**,00000000000,25000.0,25000万人民币,存续,,"通信终端设备制造,其他科技推广服务业",80.0,enterprise,true,approved,tianxiagongchang.com,952442,https://www.tianxiagongchang.com/detail/952442_he-nan-le-teng-dian-zi-ke-ji-you-xian-gong-si,摄像头,91410100MA3X5X0P4L,2015-12-17,,6,1,"存续,真实工厂","通信终端设备制造,其他科技推广服务业",2026-09-15T16:08:20.726521+00:00
重庆市天实精工科技有限公司,重庆市渝北区玉峰山镇龙进大道28号,重庆市,重庆市,渝北区,"生产,电子产品,存储芯片,研发,集成电路,货物及技术的进出口,销售：摄像头,高端摄像头模组,计算机系统集成",苏**,00000000000,44592.88,44592.8778万人民币,存续,,"光电子器件制造,通信终端设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,2256392,https://www.tianxiagongchang.com/detail/2256392_chong-qing-shi-tian-shi-jing-gong-ke-ji-you-xian-gong-si,摄像头,91500112MA5U40QP5W,2015-12-11,https://www.ts-precision.com,17,5,"存续,真实工厂,曾用名,重庆市康健达科技有限公司","光电子器件制造,通信终端设备制造",2026-09-15T16:08:20.726521+00:00
江西精达金属设备有限公司,江西省宜春市樟树市观上工业园区,江西省,宜春市,樟树市,"尾气处理设备,火化机及配套设备,库房温,保险柜,教学仪器,金库门,书架,施工,货物进出口,智慧档案库房,智能存包柜,货架,安全技术防范工程设计,实验室设备,湿度控制系统,制造,计算机信息系统集成,硬件产品研发,图书设备,各类金属构件架及柜,信报箱生产,学生公寓床,消防设备,物证管理系统,岗亭,瞻仰台,文物架,档案数字化扫描整理及系统制造,安装,安防设备,技术服务,智能不锈钢消防服装架,药柜,环卫设备,涉案财物管理系统,智能物证柜,靶场设备设计,配套管理系统,智能枪柜,学校校具,第二类医疗器械销售,智能枪弹柜,骨灰存放架及系统,防磁柜,库房监控摄像头,库房安全环境控制系统设备,技术咨询,法医解剖台,配套系统,焚烧炉,文件柜,金属设备设计,计算机软,身份证自助设备,存放架,木质架柜,技术转让,销售,智能密集架,枪弹柜管理系统,环保设备,生产,警用装备,密集架,档案消毒杀虫设备,电子产品销售,医疗设备,档案装具,军队制式营具不锈钢制品,重型货架,机电设备,办公家具,医用病床,太平柜",肖**,00000000000,8888.0,8888万人民币,存续,,金属家具制造,80.0,enterprise,true,approved,tianxiagongchang.com,2569985,https://www.tianxiagongchang.com/detail/2569985_jiang-xi-jing-da-jin-shu-she-bei-you-xian-gong-si,摄像头,91360982MA35FB0Q1R,2015-11-04,,17,1,"存续,真实工厂",金属家具制造,2026-09-15T16:08:20.726521+00:00
经纬光学科技（苏州）有限公司,苏州市相城区黄埭镇潘阳工业园康阳路362号,江苏省,苏州市,相城区,"集成电路芯片及产品销售,集成电路销售,光学摄像头,工业摄像头,手机摄像头,光学仪器销售,PLCC芯片,微显投影设备各类集成电路相关模组产品,自动对焦模块,摄像头模组,影像传感器集成电路,音圈马达",孙**,00000000000,6600.0,6600万人民币,存续,,"光电子器件制造,应用电视设备及其他广播电视设备制造",80.0,enterprise,true,approved,tianxiagongchang.com,2960525,https://www.tianxiagongchang.com/detail/2960525_jing-wei-guang-xue-ke-ji-su-zhou-you-xian-gong-si,摄像头,91320507302184191W,2014-06-17,http://www.kwoptics.com,9,1,"存续,真实工厂","光电子器件制造,应用电视设备及其他广播电视设备制造",2026-09-15T16:08:20.726521+00:00
重庆睿恩光电子有限责任公司,重庆市永川区兴龙大道3130号6幢（重庆永川工业园区凤凰湖工业园内）,重庆市,重庆市,永川区,"生产,手机配件研发,摄像头,销售及计算机软硬件开发,销售,光电子器件,■,计算机软硬件开发,手机及相关产品的研发,光电子器件研发,基础软件服务",L******************,00000000000,10000.0,10000万人民币,存续,,"电子元器件与机电组件设备制造,计算机、通信和其他电子设备制造业,电子器件制造,光电子器件制造",80.0,enterprise,true,approved,tianxiagongchang.com,3489133,https://www.tianxiagongchang.com/detail/3489133_chong-qing-rui-en-guang-dian-zi-you-xian-ze-ren-gong-si,摄像头,91500118MA5UB9GH9K,2017-01-26,,3,1,"存续,真实工厂","电子元器件与机电组件设备制造,计算机、通信和其他电子设备制造业,电子器件制造,光电子器件制造",2026-09-15T16:08:20.726521+00:00
纳玫格（苏州）科技有限公司,苏州工业园区苏虹中路445号,江苏省,苏州市,姑苏区,研发、制造、加工各类数码摄像头模组及其关键件,黄**,00000000000,25000.0,25000万人民币,存续,,"显示器件制造,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,其他仪器仪表制造业",80.0,enterprise,true,approved,tianxiagongchang.com,3728888,https://www.tianxiagongchang.com/detail/3728888_na-mei-ge-su-zhou-ke-ji-you-xian-gong-si,摄像头,91320594788381012L,2006-05-31,,11,1,"存续,真实工厂,曾用名,德尔科（苏州）科技有限公司","显示器件制造,计算机、通信和其他电子设备制造业,电子元件及电子专用材料制造,其他仪器仪表制造业",2026-09-15T16:08:20.726521+00:00
米永光电科技（滁州）有限公司,安徽省滁州市苏滁现代产业园区泉州路现代工业坊4期6号和9号标准厂房,安徽省,滁州市,南谯区,"智能电子产品液晶显示屏盖板,手机摄像头盖板,车载多媒体触控面板,平板防眩光触控面板,AG玻璃滑鼠板,光电薄膜,玻璃饰件",汪**,00000000000,8000.0,8000万人民币,存续,,"其他电子器件制造,计算机、通信和其他电子设备制造业,电子器件制造,显示器件制造",80.0,enterprise,true,approved,tianxiagongchang.com,3828071,https://www.tianxiagongchang.com/detail/3828071_mi-yong-guang-dian-ke-ji-chu-zhou-you-xian-gong-si,摄像头,91341100MA2UH3GR10,2020-02-27,,5,3,"存续,真实工厂","其他电子器件制造,计算机、通信和其他电子设备制造业,电子器件制造,显示器件制造",2026-09-15T16:08:20.726521+00:00
